PMID,Title
16607077,Interleukin-6 -174 G/C promoter polymorphism and effects of fenofibrate and simvastatin on inflammatory markers in hypercholesterolemic patients.
19119263,G-protein-coupled receptor kinase 4 polymorphisms and blood pressure response to metoprolol among African Americans: sex-specificity and interactions.
17697139,Influence of CYP2C19 and CYP3A4 gene polymorphisms on clopidogrel responsiveness in healthy subjects.
23132553,Impact of the CYP4F2 p.V433M polymorphism on coumarin dose requirement: systematic review and meta-analysis.
21325291,A polymorphism in the cytidine deaminase promoter predicts severe capecitabine-induced hand-foot syndrome.
23799528,Moderation of antipsychotic-induced weight gain by energy balance gene variants in the RUPP autism network risperidone studies.
12942574,Rasburicase (recombinant urate oxidase) for the management of hyperuricemia in patients with cancer: report of an international compassionate use study.
19617864,Interpatient variability in IMPDH activity in MMF-treated renal transplant patients is correlated with IMPDH type II 3757T &amp;gt; C polymorphism.
22310591,Impact of cytochrome P450 3A and ATP-binding cassette subfamily B member 1 polymorphisms on tacrolimus dose-adjusted trough concentrations among Korean renal transplant recipients.
22474613,HIV-1 antiretroviral drug therapy.
8823236,Disposition of fluvoxamine in humans is determined by the polymorphic CYP2D6 and also by the CYP1A2 activity.
16998491,A high-resolution HLA and SNP haplotype map for disease association studies in the extended human MHC.
24535487,The effects of CES1A2 A(-816)C and CYP2C19 loss-of-function polymorphisms on clopidogrel response variability among Chinese patients with coronary heart disease.
29396738,Pharmacokinetic and pharmacodynamic re-evaluation of a genetic-guided warfarin trial.
25545243,"Oxidative stress-related genetic polymorphisms are associated with the prognosis of metastatic gastric cancer patients treated with epirubicin, oxaliplatin and 5-fluorouracil combination chemotherapy."
10471060,A new variant CYP2D6 allele (CYP2D6*21) with a single base insertion in exon 5 in a Japanese population associated with a poor metabolizer phenotype.
17387701,Methemoglobinemia and hemolytic anemia caused by rasburicase administration in a newly diagnosed child with Burkitt lymphoma/leukemia.
1247492,Haemolytic effect of two sulphonamides evaluated by a new method.
8648264,Glucose-6-phosphate dehydrogenase deficiency severely restricts the biotransformation of daunorubicin in human erythrocytes.
29474345,Opioid-related genetic polymorphisms do not influence postoperative opioid requirement: A prospective observational study.
14638340,Interleukin-1beta genetic polymorphism influences the effect of cytochrome P 2C19 genotype on the cure rate of 1-week triple therapy for Helicobacter pylori infection.
20547595,CYP2D6 genotype and smoking influence fluvoxamine steady-state concentration in Japanese psychiatric patients: lessons for genotype-phenotype association study design in translational pharmacogenetics.
23199531,Cytochrome P450-mediated drug metabolism in the brain.
17957182,Acetaminophen reinforces descending inhibitory pain pathways.
29705271,Effects of human SULT1A3/SULT1A4 genetic polymorphisms on the sulfation of acetaminophen and opioid drugs by the cytosolic sulfotransferase SULT1A3.
11516429,The Ile164 beta(2)-adrenoceptor polymorphism alters salmeterol exosite binding and conventional agonist coupling to G(s).
10091406,(TA)8 allele in the UGT1A1 gene promoter of a Caucasian with Gilbert's syndrome.
20504252,"Association of HTR2C, but not LEP or INSIG2, genes with antipsychotic-induced weight gain in a German sample."
15604515,"APOA5 polymorphisms influence plasma triglycerides in young, healthy African Americans and whites of the CARDIA Study."
25348619,Influence of single-nucleotide polymorphisms on deferasirox C trough levels and effectiveness.
28448657,Association Between SLC16A5 Genetic Variation and Cisplatin-Induced Ototoxic Effects in Adult Patients With Testicular Cancer.
20531370,"Association between CYP2C19*17 and metabolism of amitriptyline, citalopram and clomipramine in Dutch hospitalized patients."
21358750,Nerve growth factor β polypeptide (NGFB) genetic variability: association with the methadone dose required for effective maintenance treatment.
19673941,Effect of R219K polymorphism of the ABCA1 gene on the lipid-lowering effect of pravastatin in Chinese patients with coronary heart disease.
10889531,"Human dopamine transporter gene: coding region conservation among normal, Tourette's disorder, alcohol dependence and attention-deficit hyperactivity disorder populations."
25495409,Effects of major transporter and metabolizing enzyme gene polymorphisms on carbamazepine metabolism in Chinese patients with epilepsy.
26637161,UGT1A1 genotype-dependent dose adjustment of belinostat in patients with advanced cancers using population pharmacokinetic modeling and simulation.
25988058,Tumor lysis syndrome and acute anemia in an African-American man with chronic lymphocytic leukemia.
16236141,"Influence of CYP2C9, 2C19 and 2D6 genetic polymorphisms on the steady-state plasma concentrations of the enantiomers of fluoxetine and norfluoxetine."
27533851,Polymorphisms in SLCO1B1 and UGT1A1 are associated with sorafenib-induced toxicity.
11802100,Enantioselective analysis of citalopram and metabolites in adolescents.
22407409,PharmGKB summary:  very important pharmacogene information for CYP3A5.
12966368,"Genetic polymorphisms of the CYP3A4, CYP3A5, and MDR-1 genes and pharmacokinetics of the calcineurin inhibitors cyclosporine and tacrolimus."
27043475,Evaluating the impact of missenses mutations in CYP2D6*7 and CYP2D6*14A: does it compromise tamoxifen metabolism?
21692745,Identification of diuretic non-responders with poor long-term clinical outcomes: a 1-year follow-up of 176 non-azotaemic cirrhotic patients with moderate ascites.
29318929,The pharmacogenetics of medications used in general anesthesia.
27966227,Tacrolimus dose requirements in paediatric renal allograft recipients are characterized by a biphasic course determined by age and bone maturation.
25279974,"Role of SLCO1B1, ABCB1, and CHRNA1 gene polymorphisms on the efficacy of rocuronium in Chinese patients."
24080325,"Cytochrome CYP2C19 polymorphism and risk of adverse clinical events in clopidogrel-treated patients: a meta-analysis based on 23,035 subjects."
18727922,CYP3A53A allele is associated with reduced lowering-lipid response to atorvastatin in individuals with hypercholesterolemia.
19891732,Single-nucleotide polymorphism (A118G) in exon 1 of OPRM1 gene causes alteration in downstream signaling by mu-opioid receptor and may contribute to the genetic risk for addiction.
15809899,"Modeling the influence of APOC3, APOE, and TNF polymorphisms on the risk of antiretroviral therapy-associated lipid disorders."
27859023,Variants in Pharmacokinetic Transporters and Glycemic Response to Metformin: A Metgen Meta-Analysis.
26902643,Human Genetic Variability Contributes to Postoperative Morphine Consumption.
24322003,Single-nucleotide polymorphisms of ABCG2 increase the efficacy of tyrosine kinase inhibitors in the K562 chronic myeloid leukemia cell line.
28244812,Primary care providers' use of pharmacist support for delivery of pharmacogenetic testing.
25001883,"Pharmacogenetics of warfarin in a paediatric population: time in therapeutic range, initial and stable dosing and adverse effects."
26125934,Correlation of UGT1A1 and ERCC1 gene polymorphisms with the outcome of combined irinotecan plus cisplatin treatment in recurrent ovarian cancer.
23559402,Polymorphisms influencing olanzapine metabolism and adverse effects in healthy subjects.
23323945,Pharmacogenetic analysis in the treatment of Hodgkin lymphoma.
25287681,Detection of allele specific differences in IFNL3 (IL28B) mRNA expression.
25798582,Involvement of cytochrome P450 1A1 and glutathione S-transferase P1 polymorphisms and promoter hypermethylation in the progression of anti-tuberculosis drug-induced liver injury: a case-control study.
11054766,Confirmation of an excess of the high enzyme activity COMT val allele in heroin addicts in a family-based haplotype relative risk study.
22130800,Vitamin K antagonists in children with heart disease: height and VKORC1 genotype are the main determinants of the warfarin dose requirement.
15592325,Pharmacokinetics and CYP2D6 genotypes do not predict metoprolol adverse events or efficacy in hypertension.
22765258,Population pharmacokinetics of unbound mycophenolic acid in adult allogeneic haematopoietic cell transplantation: effect of pharmacogenetic factors.
25398452,Whole-exome sequencing reveals defective CYP3A4 variants predictive of paclitaxel dose-limiting neuropathy.
20622033,Ataluren (PTC124) induces cystic fibrosis transmembrane conductance regulator protein expression and activity in children with nonsense mutation cystic fibrosis.
26911666,Integrative role of vitamin D related and Interleukin-28B genes polymorphism in predicting treatment outcomes of Chronic Hepatitis C.
16722833,Pharmacokinetics and response to pravastatin in paediatric patients with familial hypercholesterolaemia and in paediatric cardiac transplant recipients in relation to polymorphisms of the SLCO1B1 and ABCB1 genes.
2019023,Hemolytic anemia due to G6PD deficiency and urate oxidase in a kidney-transplant patient.
30450628,IL-28β gene polymorphism determines virological response to PEGylated interferon therapy in hepatitis C virus genotype 4 Egyptian patients.
22001987,C3435T polymorphism of the ABCB1 gene: impact on genetic susceptibility to peptic ulcers.
23788015,"PharmGKB summary: Diuretics pathway, pharmacodynamics."
25637052,Single nucleotide polymorphisms in ABCB1 and CBR1 can predict toxicity to R-CHOP type regimens in patients with diffuse non-Hodgkin lymphoma.
16355252,"Clines, clusters, and the effect of study design on the inference of human population structure."
26729753,Pharmacogenomic Genome-Wide Meta-Analysis of Blood Pressure Response to β-Blockers in Hypertensive African Americans.
24438215,CYP3A5 genotypes affect tacrolimus pharmacokinetics and infectious complications in Chinese pediatric liver transplant patients.
22249355,Pharmacogenetic investigation of response to duloxetine treatment in generalized anxiety disorder.
19959074,Evolving novel anti-HER2 strategies.
23016521,Long-term anticoagulant effects of CYP2C9 and VKORC1 genotypes in phenprocoumon users.
20168265,Influence of serotonin 3A and 3B receptor genes on clozapine treatment response in schizophrenia.
26810137,Pharmacogenetics of methylphenidate response and tolerability in attention-deficit/hyperactivity disorder.
16462814,Overview of the pharmacogenetics of HIV therapy.
21254158,Quantitation of pretreatment serum interferon-γ-inducible protein-10 improves the predictive value of an IL28B gene polymorphism for hepatitis C treatment response.
23382909,Glucuronidation by UGT1A1 is the dominant pathway of the metabolic disposition of belinostat in liver cancer patients.
24107802,Hyperbilirubinemia in pazopanib- or sunitinib-treated patients in COMPARZ is associated with UGT1A1 polymorphisms.
22571356,Polymorphisms in VKORC1 have more impact than CYP2C9 polymorphisms on early warfarin International Normalized Ratio control and bleeding rates.
26659468,OCT1 mediates hepatic uptake of sumatriptan and loss-of-function OCT1 polymorphisms affect sumatriptan pharmacokinetics.
19434073,Common variations in ERCC2 are associated with response to cisplatin chemotherapy and clinical outcome in osteosarcoma patients.
27833958,Clinical importance of pharmacogenetics in the treatment of hepatitis C virus infection.
16863547,The effect of CYP2C19 polymorphisms on H. pylori eradication rate in dual and triple first-line PPI therapies: a meta-analysis.
22974728,"Besides CYP2C19, PON1 genetic variant influences post-clopidogrel platelet reactivity in Chinese patients."
19890249,The role of organic anion-transporting polypeptides and their common genetic variants in mycophenolic acid pharmacokinetics.
23774940,Association between CYP2B6 polymorphisms and Nevirapine-induced SJS/TEN: a pharmacogenetics study.
20952418,Tribal ethnicity and CYP2B6 genetics in Ugandan and Zimbabwean populations in the UK: implications for efavirenz dosing in HIV infection.
18253145,Pharmacogenetics: from bench to byte.
17015053,SLCO1B1 polymorphism and sex affect the pharmacokinetics of pravastatin but not fluvastatin.
18561168,Exchange transfusion as treatment for rasburicase induced methemoglobinemia in a glucose-6-phosphate dehydrogenase deficient patient.
27193993,Deferasirox AUC efficacy cutoff and role of pharmacogenetics.
16450155,"Hydrochlorothiazide efficacy and polymorphisms in ACE, ADD1 and GNB3 in healthy, male volunteers."
9174682,Relationship between fluvoxamine pharmacokinetics and CYP2D6/CYP2C19 phenotype polymorphisms.
19019189,Common candidate gene variants are associated with QT interval duration in the general population.
17616786,Genetic polymorphism of the adenosine A2A receptor is associated with habitual caffeine consumption.
23371894,Population pharmacokinetic study of memantine: effects of clinical and genetic factors.
26857349,Genetic variation among 82 pharmacogenes: The PGRNseq data from the eMERGE network.
14553962,"Effects of endothelial nitric oxide synthase, alpha-adducin, and other candidate gene polymorphisms on blood pressure response to hydrochlorothiazide."
18539621,Polymorphisms within the adenosine receptor 2a gene are associated with adverse events in RA patients treated with MTX.
16046221,A genetic variant c.553G &amp;gt; T in the apolipoprotein A5 gene is associated with an increased risk of coronary artery disease and altered triglyceride levels in a Chinese population.
19166419,Effect of CYP2C19 genetic polymorphisms on the efficacy of proton pump inhibitor-based triple therapy for Helicobacter pylori eradication: a meta-analysis.
23665868,A meta-analysis of CYP2D6 metabolizer phenotype and metoprolol pharmacokinetics.
18597649,Genetic variants in FKBP5 affecting response to antidepressant drug treatment.
12883230,Effects of the CYP 2D6 genotype and cigarette smoking on the steady-state plasma concentrations of fluvoxamine and its major metabolite fluvoxamino acid in Japanese depressed patients.
16671104,Genetic risk factors associated with lipid-lowering drug-induced myopathies.
28945481,"Long-Term Influence of CYP3A5, CYP3A4, ABCB1, and NR1I2 Polymorphisms on Tacrolimus Concentration in Chinese Renal Transplant Recipients."
26518946,A Simple Novel Technique to Estimate Tacrolimus Dosages During the Early Post Kidney Transplantation Period.
21808284,Gender-stratified gene and gene-treatment interactions in smoking cessation.
17392726,Reversal of opioid-induced bladder dysfunction by intravenous naloxone and methylnaltrexone.
22006096,"Genomics of ADME gene expression: mapping expression quantitative trait loci relevant for absorption, distribution, metabolism and excretion of drugs in human liver."
15168101,"Impact of polymorphisms of cytochrome-P450 isoenzymes 2C9, 2C19 and 2D6 on plasma concentrations and clinical effects of antidepressants in a naturalistic clinical setting."
22256871,Pharmacogenetics of drugs withdrawn from the market.
24853734,Genetic variants in transcription factors are associated with the pharmacokinetics and pharmacodynamics of metformin.
27997040,Clinical pharmacogenetics implementation consortium guideline (CPIC) for CYP2D6 and CYP2C19 genotypes and dosing of tricyclic antidepressants: 2016 update.
26410689,Development of Human Membrane Transporters: Drug Disposition and Pharmacogenetics.
26186989,Comparison of functional variants in IFNL4 and IFNL3 for association with HCV clearance.
15655011,Safety of the combination of chloroquine and methylene blue in healthy adult men with G6PD deficiency from rural Burkina Faso.
19514130,Cross-sectional analysis of the influence of currently known pharmacogenetic modulators on opioid therapy in outpatient pain centers.
11882573,alpha-Adducin 460Trp allele is associated with erythrocyte Na transport rate in North Sardinian primary hypertensives.
20860463,Influence of host genetic factors on efavirenz plasma and intracellular pharmacokinetics in HIV-1-infected patients.
27399166,Influence of ADORA2A gene polymorphism on leukoencephalopathy risk in MTX-treated pediatric patients affected by hematological malignancies.
20709156,Meta-analysis of FKBP5 gene polymorphisms association with treatment response in patients with mood disorders.
21349923,Seasonal variation in blood drug concentrations and a potential relationship to vitamin D.
21281405,"Coffee, ADORA2A, and CYP1A2: the caffeine connection in Parkinson's disease."
17606663,Identification of functional polymorphisms in the promoter region of the human PICK1 gene and their association with methamphetamine psychosis.
8554938,An unequal cross-over event within the CYP2D gene cluster generates a chimeric CYP2D7/CYP2D6 gene which is associated with the poor metabolizer phenotype.
19749757,Genome-wide association of IL28B with response to pegylated interferon-alpha and ribavirin therapy for chronic hepatitis C.
11823760,The African-specific CYP2D617 allele encodes an enzyme with changed substrate specificity.
12476327,Association study of the serotonin transporter promoter polymorphism and symptomatology and antidepressant response in major depressive disorders.
18978520,Dose-dependent effect of the CYP2D6 genotype on the steady-state fluvoxamine concentration.
11012469,CYP2C19 genotype status and intragastric pH during dosing with lansoprazole or rabeprazole.
16257277,-511 C/T IL1B gene polymorphism is associated to resistance to bisphosphonates treatment in Paget disease of bone.
15900215,Relative impact of CYP3A genotype and concomitant medication on the severity of atorvastatin-induced muscle damage.
25081908,"Determination of deferasirox plasma concentrations: do gender, physical and genetic differences affect chelation efficacy?"
22190578,Methemoglobinemia induced by rasburicase in a pediatric patient: a case report and literature review.
24014145,Pharmacogenetic polymorphisms and response to escitalopram and venlafaxine over 8 weeks in major depression.
22955794,Genetic polymorphisms of CYP2C19 influences the response to clopidogrel in ischemic heart disease patients in the South Indian Tamilian population.
28184434,Tell-Tale SNPs: The Role of CYP2B6 in Methadone Fatalities.
12975461,Two immunoglobulin G fragment C receptor polymorphisms independently predict response to rituximab in patients with follicular lymphoma.
18609433,A case with occurring adverse effects when cross-over titration from fluvoxamine to paroxetine associated with increasing the plasma fluvoxamine level in major depressive disorder.
18221820,Integrated pharmacogenetic prediction of irinotecan pharmacokinetics and toxicity in patients with advanced non-small cell lung cancer.
17233643,"Possible association of beta-arrestin 2 gene with methamphetamine use disorder, but not schizophrenia."
26727275,The COL1A1 SP1 polymorphism is associated with lower bone mineral density in patients treated with valproic acid.
15188945,Gender-specific association between preproendothelin-1 genotype and reduction of systolic blood pressure during antihypertensive treatment--results from the Swedish Irbesartan Left Ventricular Hypertrophy Investigation versus Atenolol (SILVHIA).
22795047,Association of APC and REEP5 gene polymorphisms with major depression disorder and treatment response to antidepressants in a Han Chinese population.
25326929,Pharmacogenetic-guided psychiatric intervention associated with increased adherence and cost savings.
27711230,The Role of Hepatitis C Virus Core Antigen Testing in the Era of Direct Acting Antiviral Therapies: What We Can Learn from the Protease Inhibitors.
23651026,CDA gene polymorphisms and enzyme activity: genotype-phenotype relationship in an Italian-Caucasian population.
19303909,Intensity of opiate withdrawal in relation to the 825C&amp;gt;T polymorphism of the G-protein beta 3 subunit gene.
29723928,Effect of ABCB1 C3435T Polymorphism on Pharmacokinetics of Antipsychotics and Antidepressants.
17178267,ABCB1 and cytochrome P450 genotypes and phenotypes: influence on methadone plasma levels and response to treatment.
21121811,Systematic review of pharmacoeconomic studies of pharmacogenomic tests.
15116054,Evidence for inverse effects of OATP-C (SLC21A6) 5 and 1b haplotypes on pravastatin kinetics.
11817517,Influence of the serotonin transporter gene-linked polymorphic region on the antidepressant response to fluvoxamine in Japanese depressed patients.
26223945,Influence of UDP-Glucuronosyltransferase Polymorphisms on Stable Warfarin Doses in Patients with Mechanical Cardiac Valves.
24019397,CYP2C19 poor metabolizer is associated with clinical outcome of clopidogrel therapy in acute myocardial infarction but not stable angina.
15707415,Consequences of genetic polymorphisms for sirolimus requirements after renal transplant in patients on primary sirolimus therapy.
28612092,Involvement of cytochrome P450 in cisplatin treatment: implications for toxicity.
27143031,Invasive Aspergillus infection requiring lobectomy in a CYP2C19 rapid metabolizer with subtherapeutic voriconazole concentrations.
26951882,Genetic contribution of CYP1A1 variant on treatment outcome in epilepsy patients: a functional and interethnic perspective.
17295875,Cytochrome P450 2C19 polymorphism influences the preventive effect of lansoprazole on the recurrence of erosive reflux esophagitis.
26699619,Performance and Value of IFN-Lambda3 and IFN-Lambda4 Genotyping in Patients with Chronic Hepatitis C (CHC) Genotype 2/3 in a Real World Setting.
27995989,Pharmacogenetic variants associated with outcome in patients with advanced gastric cancer treated with fluoropyrimidine and platinum-based triplet combinations: a pooled analysis of three prospective studies.
9653159,Racial variability in the UDP-glucuronosyltransferase 1 (UGT1A1) promoter: a balanced polymorphism for regulation of bilirubin metabolism?
26340055,Epigenomic mapping and effect sizes of noncoding variants associated with psychotropic drug response.
18279474,Serotonin transporter polymorphism and bleeding time during SSRI therapy.
9857976,Polymorphism within the promoter of the serotonin transporter gene and antidepressant efficacy of fluvoxamine.
19925424,Arrhythmia pharmacogenomics: methodological considerations.
20826553,Variation in GNB3 predicts response and adverse reactions to antidepressants.
21962566,Association between serotonin transporter gene promoter-region polymorphism and 4- and 12-week treatment response to sertraline in posttraumatic stress disorder.
21851379,The effects of a single nucleotide polymorphism in SLCO1B1 on the pharmacodynamics of pravastatin.
8841196,Reduced bone density and osteoporosis associated with a polymorphic Sp1 binding site in the collagen type I alpha 1 gene.
27043265,Role of pharmacogenetics on deferasirox AUC and efficacy.
25367448,FTO rs9939609 polymorphism is associated with metabolic disturbances and response to HCV therapy in HIV/HCV-coinfected patients.
9316174,"Effects of genetic defects in the CYP2C19 gene on the N-demethylation of imipramine, and clinical outcome of imipramine therapy."
2502894,Aspirin-induced acute haemolytic anaemia in glucose-6-phosphate dehydrogenase-deficient children with systemic arthritis.
20403483,Effect of pravastatin therapy on coronary events in carriers of the KIF6 719Arg allele from the cholesterol and recurrent events trial.
23288236,"5-HTTLPR rs25531A &amp;gt; G differentially influence paroxetine and fluvoxamine antidepressant efficacy: a randomized, controlled trial."
19458626,SNP analyses in cytarabine metabolizing enzymes in AML patients and their impact on treatment response and patient survival: identification of CDA SNP C-451T as an independent prognostic parameter for survival.
8667235,"The biotransformation of clomipramine in vitro, identification of the cytochrome P450s responsible for the separate metabolic pathways."
16115483,The -514C/T polymorphism of the hepatic lipase gene significantly modulates the HDL-cholesterol response to statin treatment.
23384627,Methacholine PC20 in African Americans and whites with asthma with homozygous genotypes at ADRB2 codon 16.
18722008,Effectiveness of PTC124 treatment of cystic fibrosis caused by nonsense mutations: a prospective phase II trial.
26111151,PharmGKB summary: peginterferon-α pathway.
23623526,Association of CYP2C19 polymorphisms and lansoprazole-associated respiratory adverse effects in children.
24658827,"The influence of CYP3A, PPARA, and POR genetic variants on the pharmacokinetics of tacrolimus and cyclosporine in renal transplant recipients."
17190370,Influence of ABCB1 C3435T polymorphism on the pharmacokinetics of lansoprazole and gastroesophageal symptoms in Japanese renal transplant recipients classified as CYP2C19 extensive metabolizers and treated with tacrolimus.
21902501,Genetic polymorphisms in CYP3A4 are associated with withdrawal symptoms and adverse reactions in methadone maintenance patients.
21806387,Impact of genetic variants on post-clopidogrel platelet reactivity in patients after elective percutaneous coronary intervention.
8169844,Omeprazole and lansoprazole are mixed inducers of CYP1A and CYP3A in human hepatocytes in primary culture.
21142914,SLCO1B1 genetic polymorphism influences mycophenolic acid tolerance in renal transplant recipients.
24625991,The impact of genetic polymorphisms on time required to attain the target tacrolimus levels and subsequent pharmacodynamic outcomes in pediatric kidney transplant patients.
12811365,Polymorphisms of OATP-C (SLC21A6) and OAT3 (SLC22A8) genes: consequences for pravastatin pharmacokinetics.
18695978,Functional pharmacogenetics/genomics of human cytochromes P450 involved in drug biotransformation.
27262824,"Effect of VKORC1, CYP2C9, CFP4F2, and GGCX Gene Polymorphisms on Warfarin Dose in Japanese Pediatric Patients."
7859811,Glucuronidation clearance of 8-hydroxyclomipramine in relation to sparteine and mephenytoin phenotype.
27385990,Prospective study of the UGT1A1*27 gene polymorphism during irinotecan therapy in patients with lung cancer: Results of Lung Oncology Group in Kyusyu (LOGIK1004B).
12563174,The Gln27Glu beta2-adrenoceptor polymorphism slows the onset of desensitization of cardiac functional responses in vivo.
27798726,Genomic sequencing of uric acid metabolizing and clearing genes in relationship to xanthine oxidase inhibitor dose.
25621429,"Individualized Hydrocodone Therapy Based on Phenotype, Pharmacogenetics, and Pharmacokinetic Dosing."
23150149,NAT2 genotype guided regimen reduces isoniazid-induced liver injury and early treatment failure in the 6-month four-drug standard treatment of tuberculosis: a randomized controlled trial for pharmacogenetics-based therapy.
17700364,Contribution of 20 single nucleotide polymorphisms of 13 genes to dyslipidemia associated with antiretroviral therapy.
23013460,Apnea and oxygen desaturations in children treated with opioids after adenotonsillectomy for obstructive sleep apnea syndrome: a prospective pilot study.
28370399,Brisk clinical response to erythrocytapheresis in a G6PD-deficient patient with rasburicase-induced methemoglobinemia.
23652803,"Germline genetic variations in methotrexate candidate genes are associated with pharmacokinetics, toxicity, and outcome in childhood acute lymphoblastic leukemia."
23974086,"Effect of CYP3A4*22, POR*28, and PPARA rs4253728 on sirolimus in vitro metabolism and trough concentrations in kidney transplant recipients."
10793824,Haemolytic potential of three chemotherapeutic agents and aspirin in glucose-6-phosphate dehydrogenase deficiency.
17189961,Diuretic-gene interaction and the risk of myocardial infarction and stroke.
23703421,The role of hydromorphone and OPRM1 in postoperative pain relief with hydrocodone.
16678544,Impact of the SLCO1B1 polymorphism on the pharmacokinetics and lipid-lowering efficacy of multiple-dose pravastatin.
19996755,Serotonin transporter triallelic genotype and response to citalopram and risperidone in dementia with behavioral symptoms.
28261910,A systematic review and meta-analysis of HCV clearance.
19020788,Vitamin D receptor gene polymorphisms predict acquired resistance to clodronate treatment in patients with Paget's disease of bone.
21436344,"Pharmacogenetics, pharmacogenomics, and individualized medicine."
22304580,Cytidine deaminase genetic variants influence RNA expression and cytarabine cytotoxicity in acute myeloid leukemia.
9878993,Efavirenz.
28745577,Advanced cancer pain: the search for genetic factors correlated with interindividual variability in opioid requirement.
22076562,Evaluation of lansoprazole as a probe for assessing cytochrome P450 2C19 activity and genotype-phenotype correlation in childhood.
18222355,Polymorphism in KIF6 gene and benefit from statins after acute coronary syndromes: results from the PROVE IT-TIMI 22 study.
28006928,Sufentanil and midazolam dosing and pharmacogenetic factors in pediatric analgosedation and withdrawal syndrome.
23233662,Genome-wide study of methotrexate clearance replicates SLCO1B1.
27058899,eNOS polymorphisms and clinical outcome in advanced HCC patients receiving sorafenib: final results of the ePHAS study.
28592190,Genetic variants associated with warfarin dosage in Kuwaiti population.
25918016,Interleukin 28B polymorphisms as predictors of sustained virological response in chronic hepatitis C: systematic review and meta-analysis.
1527229,Debrisoquine hydroxylation phenotypes of patients with high versus low to normal serum antidepressant concentrations.
22015451,A randomized trial of a single-dose rasburicase versus five-daily doses in patients at risk for tumor lysis syndrome.
19390945,UGT1A1*6 polymorphism is most predictive of severe neutropenia induced by irinotecan in Japanese cancer patients.
30304062,KIF6 gene as a pharmacogenetic marker for lipid-lowering effect in statin treatment.
26799749,New challenges and promises in solid organ transplantation pharmacogenetics: the genetic variability of proteins involved in the pharmacodynamics of immunosuppressive drugs.
24113216,Single-nucleotide polymorphisms in P450 oxidoreductase and peroxisome proliferator-activated receptor-α are associated with the development of new-onset diabetes after transplantation in kidney transplant recipients treated with tacrolimus.
26463708,Association of Variants in Candidate Genes with Lipid Profiles in Women with Early Breast Cancer on Adjuvant Aromatase Inhibitor Therapy.
20938465,Association of ABCB1 polymorphisms with survival and in vitro cytotoxicty in de novo acute myeloid leukemia with normal karyotype.
10758249,"Serotonin receptor 2A, 2C, 1A genes and response to lithium prophylaxis in mood disorders."
21951981,IL28B polymorphism is associated with treatment response in patients with genotype 4 chronic hepatitis C.
21357676,Sequence variants at CYP1A1-CYP1A2 and AHR associate with coffee consumption.
27324805,Pharmacogenetics of citalopram-related side effects in children with depression and/or anxiety disorders.
22543981,Pharmacogenetics and healthcare outcomes in patients with chronic heart failure.
17226852,Oral anticoagulation with warfarin is significantly influenced by steroids and CYP2C9 polymorphisms in children with cancer.
26461463,Pharmacokinetics of metoprolol during pregnancy and lactation.
23071495,"Combinatorial pharmacogenetic interactions of bucindolol and β1, α2C adrenergic receptor polymorphisms."
24444408,"CYP3A5 and CYP3A4, but not ABCB1 polymorphisms affect tacrolimus dose-adjusted trough concentrations in kidney transplant recipients."
23677058,Impact of polymorphisms in drug pathway genes on disease-free survival in adults with acute myeloid leukemia.
19802338,"Genetic loci associated with plasma concentration of low-density lipoprotein cholesterol, high-density lipoprotein cholesterol, triglycerides, apolipoprotein A1, and Apolipoprotein B among 6382 white women in genome-wide analysis with replication."
25292429,Preemptive clinical pharmacogenetics implementation: current programs in five US medical centers.
12925557,The ACE gene I/D polymorphism is not associated with the blood pressure and cardiovascular benefits of ACE inhibition.
22775532,The AmpliChip® CYP450 test and response to treatment in schizophrenia and obsessive compulsive disorder: a pilot study and focus on cases with abnormal CYP2D6 drug metabolism.
26771271,The Gly16 Allele of the Gly16Arg Single-Nucleotide Polymorphism in the β₂-Adrenergic Receptor Gene Augments Perioperative Use of Vasopressors: A Retrospective Cohort Study.
20965456,Pilot study of the antiplatelet effect of increased clopidogrel maintenance dosing and its relationship to CYP2C19 genotype in patients with high on-treatment reactivity.
19512956,Antiestrogen pathway (aromatase inhibitor).
27955884,Pharmacogenetics-guided analgesics in major abdominal surgery: Further benefits within an enhanced recovery protocol.
29668752,The CYP1A2 -163C&amp;gt;A polymorphism does not alter the effects of caffeine on basketball performance.
23510446,Additive effects of 5-HTTLPR (serotonin transporter) and tryptophan hydroxylase 2 G-703T gene polymorphisms on the clinical response to citalopram among children and adolescents with depression and anxiety disorders.
20800921,Human leucocyte antigen class II genotype in susceptibility and resistance to co-amoxiclav-induced liver injury.
22438096,"Association of two polymorphisms of the IL28B gene with viral factors and treatment response in 1,518 patients infected with hepatitis C virus."
24663076,"Effect of CYP2D6, CYP2C9 and ABCB1 genotypes on fluoxetine plasma concentrations and clinical improvement in children and adolescent patients."
27790931,The path to implementation of personalized medicine of aromatase inhibitors in patients with breast cancer.
21094359,"Effect of central obesity, low high-density lipoprotein cholesterol and C-reactive protein polymorphisms on C-reactive protein levels during treatment with Rosuvastatin (10 mg Daily)."
28638221,Prevalence of &lt;i&gt;IFNL3&lt;/i&gt; rs4803217 single nucleotide polymorphism and clinical course of chronic hepatitis C.
28689274,Impact of glutathione transferases genes polymorphisms in nevirapine adverse reactions: a possible role for GSTM1 in SJS/TEN susceptibility.
26491254,A proposal for an individualized pharmacogenetic-guided isoniazid dosage regimen for patients with tuberculosis.
23962279,Implementation of TPMT testing.
